Bitcoin,"['46,978.70', '47,064.17', '46,978.70', '49,371.15', '49,403.74', '49,403.74', '49,371.15']"
Ethereum,"['3,921.85', '3,927.28', '3,921.85', '4,055.36', '4,059.96', '4,059.96', '4,055.36']"
Binance Coin,"['531.30', '531.71', '531.30', '533.13', '532.83', '532.83', '533.13']"
Tether,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
Solana,"['182.03', '183.05', '182.03', '180.56', '180.77', '180.77', '180.56']"
Cardano,"['1.25', '1.26', '1.25', '1.30', '1.30', '1.30', '1.30']"
USD Coin,"['1.00', '0.9999', '1.00', '0.9998', '0.9998', '0.9998', '0.9998']"
XRP,"['0.834', '0.8354', '0.834', '0.9541', '0.9547', '0.9547', '0.9541']"
Terra,"['73.87', '74.08', '73.87', '92.31', '92.09', '92.09', '92.31']"
Avalanche,"['108.81', '108.87', '108.81', '126.01', '125.45', '125.45', '126.01']"
PolkadotDOT,"['24.89', '24.97', '24.89', '25.55', '25.61', '25.61', '25.55']"
DogecoinDOGE,"['0.17', '0.17', '0.17', '0.17', '0.17', '0.17', '0.17']"
SHIBA INUSHIB,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
PolygonMATIC,"['2.28', '2.28', '2.28', '2.48', '2.48', '2.48', '2.48']"
Binance USDBUSD,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
Crypto.com CoinCRO,"['0.52', '0.52', '0.52', '0.54', '0.54', '0.54', '0.54']"
Wrapped BitcoinWBTC,"['46908.75', '46961.84', '46908.75', '48530.85', '48532.00', '48532.00', '48530.85']"
LitecoinLTC,"['157.78', '158.35', '157.78', '155.83', '155.96', '155.96', '155.83']"
UniswapUNI,"['15.06', '15.09', '15.06', '15.37', '15.34', '15.34', '15.37']"
DaiDAI,"['1.00', '1.00', '1.00', '1.01', '1.01', '1.01', '1.01']"
ChainlinkLINK,"['19.30', '19.34', '19.30', '19.77', '19.73', '19.73', '19.77']"
TerraUSDUST,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
AlgorandALGO,"['1.37', '1.37', '1.37', '1.36', '1.36', '1.36', '1.36']"
Bitcoin CashBCH,"['437.98', '438.04', '437.98', '442.20', '442.12', '442.12', '442.20']"
TRONTRX,"['0.08', '0.08', '0.08', '0.08', '0.08', '0.08', '0.08']"
StellarXLM,"['0.26', '0.26', '0.26', '0.27', '0.27', '0.27', '0.27']"
DecentralandMANA,"['3.29', '3.30', '3.29', '3.30', '3.29', '3.29', '3.30']"
HederaHBAR,"['0.32', '0.32', '0.32', '0.34', '0.34', '0.34', '0.34']"
Axie InfinityAXS,"['95.47', '95.56', '95.47', '98.87', '99.08', '99.08', '98.87']"
FTX TokenFTT,"['39.77', '39.86', '39.77', '42.42', '42.49', '42.49', '42.42']"
NEAR ProtocolNEAR,"['9.43', '9.46', '9.43', '9.62', '9.63', '9.63', '9.62']"
VeChainVET,"['0.08', '0.08', '0.08', '0.08', '0.08', '0.08', '0.08']"
CosmosATOM,"['22.40', '22.48', '22.40', '24.33', '24.23', '24.23', '24.33']"
FilecoinFIL,"['36.22', '36.24', '36.22', '35.62', '35.65', '35.65', '35.62']"
Bitcoin BEP2BTCB,"['47080.34', '47091.34', '47080.34', '49376.66', '49376.31', '49376.31', '49376.66']"
ElrondEGLD,"['243.87', '243.84', '243.87', '242.55', '241.98', '241.98', '242.55']"
Ethereum ClassicETC,"['35.19', '35.27', '35.19', '35.75', '35.78', '35.78', '35.75']"
The SandboxSAND,"['5.03', '5.03', '5.03', '5.22', '5.24', '5.24', '5.22']"
Internet ComputerICP,"['22.96', '23.02', '22.96', '23.27', '23.25', '23.25', '23.27']"
THETATHETA,"['4.15', '4.17', '4.15', '4.24', '4.24', '4.24', '4.24']"
FantomFTM,"['1.43', '1.43', '1.43', '1.56', '1.56', '1.56', '1.56']"
TezosXTZ,"['4.17', '4.17', '4.17', '4.33', '4.32', '4.32', '4.33']"
HeliumHNT,"['32.48', '32.56', '32.48', '37.39', '37.40', '37.40', '37.39']"
UNUS SED LEOLEO,"['3.46', '3.46', '3.46', '3.65', '3.66', '3.66', '3.65']"
MoneroXMR,"['181.44', '181.99', '181.44', '189.55', '189.55', '189.55', '189.55']"
KlaytnKLAY,"['1.26', '1.26', '1.26', '1.31', '1.31', '1.31', '1.31']"
GalaGALA,"['0.45', '0.45', '0.45', '0.45', '0.45', '0.45', '0.45']"
EOSEOS,"['3.21', '3.22', '3.21', '3.38', '3.37', '3.37', '3.38']"
PancakeSwapCAKE,"['12.40', '12.41', '12.40', '12.03', '12.04', '12.04', '12.03']"
The GraphGRT,"['0.64', '0.65', '0.64', '0.73', '0.73', '0.73', '0.73']"
IOTAMIOTA,"['1.07', '1.07', '1.07', '1.29', '1.29', '1.29', '1.29']"
StacksSTX,"['2.11', '2.11', '2.11', '2.16', '2.16', '2.16', '2.16']"
LoopringLRC,"['2.04', '2.04', '2.04', '2.35', '2.35', '2.35', '2.35']"
FlowFLOW,"['8.40', '8.42', '8.40', '8.42', '8.42', '8.42', '8.42']"
BitTorrentBTT,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
HarmonyONE,"['0.23', '0.22', '0.23', '0.25', '0.25', '0.25', '0.25']"
AaveAAVE,"['184.72', '185.21', '184.72', '192.12', '192.57', '192.57', '192.12']"
MakerMKR,"['2396.04', '2397.27', '2396.04', '2457.73', '2457.80', '2457.80', '2457.73']"
Bitcoin SVBSV,"['124.25', '124.27', '124.25', '125.04', '125.04', '125.04', '125.04']"
KusamaKSM,"['276.19', '276.69', '276.19', '270.05', '269.95', '269.95', '270.05']"
QuantQNT,"['185.36', '185.37', '185.36', '183.75', '183.86', '183.86', '183.75']"
ZcashZEC,"['159.90', '160.44', '159.90', '163.98', '164.32', '164.32', '163.98']"
eCashXEC,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
AmpAMP,"['0.05', '0.05', '0.05', '0.05', '0.05', '0.05', '0.05']"
Enjin CoinENJ,"['2.38', '2.39', '2.38', '2.49', '2.50', '2.50', '2.49']"
ArweaveAR,"['57.94', '58.25', '57.94', '55.50', '55.61', '55.61', '55.50']"
OKBOKB,"['31.80', '31.85', '31.80', '32.41', '32.40', '32.40', '32.41']"
Curve DAO TokenCRV,"['4.17', '4.19', '4.17', '4.86', '4.86', '4.86', '4.86']"
NeoNEO,"['25.66', '25.71', '25.66', '26.72', '26.73', '26.73', '26.72']"
KadenaKDA,"['11.15', '11.20', '11.15', '11.34', '11.35', '11.35', '11.34']"
WavesWAVES,"['16.54', '16.63', '16.54', '16.14', '16.16', '16.16', '16.14']"
KuCoin TokenKCS,"['21.26', '21.28', '21.26', '21.94', '21.94', '21.94', '21.94']"
Basic Attention TokenBAT,"['1.13', '1.13', '1.13', '1.19', '1.19', '1.19', '1.19']"
THORChainRUNE,"['6.20', '6.22', '6.20', '7.29', '7.30', '7.30', '7.29']"
ChilizCHZ,"['0.27', '0.27', '0.27', '0.28', '0.28', '0.28', '0.28']"
Huobi TokenHT,"['10.03', '10.03', '10.03', '10.00', '9.99', '9.99', '10.00']"
CeloCELO,"['4.17', '4.18', '4.17', '4.47', '4.47', '4.47', '4.47']"
DashDASH,"['130.88', '131.16', '130.88', '136.19', '136.33', '136.33', '136.19']"
TrueUSDTUSD,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
HoloHOT,"['0.01', '0.01', '0.01', '0.01', '0.01', '0.01', '0.01']"
NexoNEXO,"['2.21', '2.22', '2.21', '2.23', '2.23', '2.23', '2.23']"
CompoundCOMP,"['197.41', '197.50', '197.41', '198.18', '198.37', '198.37', '198.18']"
DecredDCR,"['90.72', '90.78', '90.72', '70.35', '70.44', '70.44', '70.35']"
NEMXEM,"['0.13', '0.13', '0.13', '0.13', '0.13', '0.13', '0.13']"
yearn.financeYFI,"['31362.80', '31372.79', '31362.80', '35111.21', '35149.67', '35149.67', '35111.21']"
IoTeXIOTX,"['0.11', '0.11', '0.11', '0.13', '0.13', '0.13', '0.13']"
Theta FuelTFUEL,"['0.20', '0.20', '0.20', '0.20', '0.20', '0.20', '0.20']"
MinaMINA,"['3.19', '3.20', '3.19', '3.30', '3.31', '3.31', '3.30']"
XDC NetworkXDC,"['0.08', '0.08', '0.08', '0.09', '0.09', '0.09', '0.09']"
1inch Network1INCH,"['2.45', '2.46', '2.45', '2.47', '2.46', '2.46', '2.47']"
Pax DollarUSDP,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
Oasis NetworkROSE,"['0.26', '0.26', '0.26', '0.26', '0.26', '0.26', '0.26']"
QtumQTUM,"['9.23', '9.23', '9.23', '9.35', '9.34', '9.34', '9.35']"
CelsiusCEL,"['3.81', '3.81', '3.81', '3.90', '3.90', '3.90', '3.90']"
BORABORA,"['1.03', '1.03', '1.03', '1.08', '1.08', '1.08', '1.08']"
WAXWAXP,"['0.47', '0.47', '0.47', '0.46', '0.47', '0.47', '0.46']"
Voyager TokenVGX,"['3.15', '3.16', '3.15']"
Immutable XIMX,"['4.58', '4.57', '4.58', '4.67', '4.67', '4.67', '4.67']"
OMG NetworkOMG,"['5.99', '6.00', '5.99']"
RavencoinRVN,"['0.08', '0.08', '0.08', '0.09', '0.09', '0.09', '0.09']"
ICONICX,"['1.30', '1.30', '1.30', '1.30']"
AnkrANKR,"['0.11', '0.11', '0.11', '0.11']"
